,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
17,17,Buddha rates Mamata 0/2  on farmers & industries,http://indianexpress.com/article/cities/kolkata/buddha-rates-mamata-0-2-on-farmers-industries-2/,2012-01-09,Indian Express,"Former Chief Minister Buddhadeb Bhattacharjee on Sunday accused the Mamata Banerjee-led government of impairing development in the state. Criticising the government for failing on both the sectors,agriculture and industries,he said: The government has taken the state backward in both industry and agriculture  It has not taken a single step towards industrialisation compared to what was done by us. No new industry has come up under the new regime, said the CPM leader while addressing a party rally here.He claimed that industries like JSW steel,Wipro,Infosys and Cognizant had set foot in the state during the Left Front rule,but now investors are realising that this government will not do anything to bring new industry.Bhattacharjee said that although there had been a good harvest of aman paddy this season,the cultivators could not sell the produce because neither the government nor the cooperatives were buying the crops.I recently went to Burdwan. There,the paddy growers are running from pillar to post trying to sell their harvest. Even if they can,they are getting Rs 600 to 700 per quintal,instead of the MSP of Rs 1,100, Bhattacharjee said.He said farmers are also reluctant to go for potato and boro cultivation for fear that they would not be able to sell their produce.Although the erstwhile Left Front government had taken steps to buy jute at Rs 4,000 per quintal,the price now stands at Rs 2,000. Why is this? No one seems to know and no one is doing anything. Ministers are giving differing statements. This has never happened when we were in the government, Bhattacharjee said.On the recent incidents of violence in some colleges in the state,Bhattacharjee alleged that law and order is on the brink of a breakdown under the present government.The CPM leader also found fault with the signing of the Gorkhaland Territorial Administration (GTA) agreement in Darjeeling,initiated by the Mamata Banerjee government,saying it would only boost the demand for Gorkhaland and not bring development of any sort.There is no reason to think that agitators would abandon the demand for Gorkhaland with the signing of the GTA agreement. It will only foment the demand. Darjeeling is sitting on a powder keg. It will erupt any day, he said.For all the latest India News, download Indian Express App now"
19,19,Food inflation remains in negative zone,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-remains-in-negative-zone/articleshow/11467594.cms,2012-01-13,The Times Of India,"NEW DELHI: A substantial fall in prices of vegetables, including that of potatoes and onions, led to food inflation slipping to minus 2.90% on December 31  the second week in a row that it has remained in the negative zone.A happy finance minister Pranab Mukherjee said, ""Food inflation is still negative... There is a declining trend, headline inflation should be 6-7% by end March."" The data showing drop in prices of food articles of common man was released on Thursday, less than two weeks before the Reserve Bank of India (RBI) is set to review its monetary policy, amid expectations of a cut in interest rates.Food inflation, measured by the wholesale price index (WPI), was over 19% in the corresponding week in the previous year.It was minus 3.36% in the preceding week ended December 24,2011."
22,22,"Infy flat forecast trips IT stocks, spooks markets",http://timesofindia.indiatimes.com//city/bangalore/Infy-flat-forecast-trips-IT-stocks-spooks-markets/articleshow/11469990.cms,2012-01-13,The Times Of India,"BANGALORE: Infosys' stunning declaration that this quarter its revenues will not grow in dollar terms from the $1806-million recorded in Q3 spooked the markets, causing the scrip to dip 8.43% and dragging other tech stocks down.Again, it raised the question whether Thursday morning's ""negative surprise"" was a sectoral issue or a company-specific one, with many veering towards the latter perspective.It's being speculated that Infosys might be having a problem with a key account, and that its largest account (in the banking and financial services space) has, perhaps , de-grown by about 7%.The ""flattish guidance surprise"" overshadowed an otherwise good Q3 performance by Infosys where its dollar revenues grew 14% over the previous year and 3.4% over the previous quarter . Net profit at $458 million was up 15.4% for the year, and 11.4% over Q2. The biggest surprise was the 3-percentage-point rise in operating margins to 31.7%.While the continuing economic crisis in the US and Europe - from where Infosys gets 86% of its revenues - is definitely a factor, the weak Q4 guidance comes on the heels of the company struggling in recent quarters with its earnings.SD Shibulal, the new CEO of the company, attributed the flat Q4 revenue projection to ""the lack of velocity in the business,"" insisting it's a ""reflection of the market situation"" .Food inflation remains in negative zoneNew Delhi: A substantial fall in prices of vegetables, including that of potatoes and onions, led to food inflation slipping to minus 2.90% on December 31 - the second week in a row that it has remained in the negative zone.A happy finance minister Pranab Mukherjee said, ""Food inflation is still negative... There is a declining trend, headline inflation should be 6-7 % by end March."" The data showing drop in prices of food articles of common man was released on Thursday, less than two weeks before the Reserve Bank of India is set to review its monetary policy , amid expectations of a cut in interest rates.Food inflation, measured by the wholesale price index (WPI), was over 19% in the corresponding week in the previous year.It was minus 3.36% in the preceding week ended December 24,2011.The maximum drop in prices was witnessed in onion which became cheaper by 74.77% year-on-year during the week under review, while potato was down 31.97%. Overall, vegetables became 49.03% cheaper while wheat also fell by 3.35 %."
23,23,Food inflation remains in negative territory,http://www.thehindu.com/todays-paper/tp-business/food-inflation-remains-in-negative-territory/article2797188.ece,2012-01-13,The Hindu,"Food inflation continued to remain in negative territory at minus 2.9 per cent for the week ended December 31 owing to a significant fall in the prices of vegetables, particularly onions and potatoes.Though at a slightly higher level as compared to the (-)3.36 per cent logged in the previous week in December, this is the second successive week that the WPI (wholesale price index) based food inflation has remained in the negative zone. Apart from a marked fall in prices of edibles, this has been partly owing to the effect of a high base as food inflation in the like week a year ago was at over 19 per cent. The heartening WPI data has raised cautious hopes of a cut in interest rates while an enthused Finance Minister Pranab Mukherjee is looking forward to a decline in headline inflation by the end of the fiscal. Food inflation is still negative ...There is a declining trend  If this trend continues, then the overall inflation with be manageable. Headline inflation should be 6-7 per cent by end-March, he said.While the overall prices of vegetables dipped by over 49 per cent year-on-year, the steepest decline was witnessed in the prices of onions by 74.77 per cent and potatoes by 31.97 per cent. Wheat prices also fell by 3.35 per cent. Alongside, protein-rich items continued to cost more. However, pulses remained dearer by 14.72 per cent, as was milk by 10.79 per cent and eggs, meat and fish by 5.22 per cent."
26,26,Inflation skids to 2-year low,http://www.deccanherald.com/content/219608/inflation-skids-2-year-low.html,2012-01-16,Deccan Herald,"New Delhi, Jan 16, DHNS: 22:26 ISTCrashing food prices see the index dip to 7.47 per centCrashing food prices in recent weeks helped Indias headline inflation ease to a two-year low of 7.47 per cent in December, but only a marginal decline in manufactured inflation left the government and policymakers worried and may also hold the central bank from lowering interest rates in this months policy review.Reacting to the lowered inflation number, Finance Minister Pranab Mukherjee expressed hope that WPI inflation would come down to 6-7 per cent by March end, but said only a marginal decline in manufacturing inflation was still a cause of concern.The manufactured inflation and inflation in the power group of items have also declined though only marginally, therefore, continued to be a cause of concern, Mukherjee said. The WPI inflation came down sharply in December, easing from 9.11 per cent in the previous month on the back of cheaper onion, potato and wheat prices during December.Official data showed vegetables were cheaper by 34.18 per cent and wheat by 3.81 per cent on an annual basis. Potato and onion prices also fell by 35.45 per cent and 60.45 per cent year-on-year during December.Prices of food items eased to 0.74 per in December from 8.54 per cent in the previous month. The Manufacturing index, however, went up since November. Manufacturing inflation was at 7.41 per cent compared with 7.7 per cent in the previous month.Inflation in the fuel and power segment stood at 14.91 per cent on an annual basis in December, as against 15.48 per cent in the previous month.The depreciation in the rupee vis-a-vis dollar has sharply pushed up fuel inflation as India imports nearly 80 per cent of its crude requirements for which it has to pay in dollars.Analysts said, core inflation, which excludes food and fuel prices, still remained close to 8 per cent suggesting the Reserve Bank of India may not go in for a reversal in interest rate cycle as early as this month.Although the Central bank left its key lending rate unchanged at its December policy review, it has risen it 13 times since March 2010 lifting repo rate by 375 basis points and reverse repo by 425 bps. The bank will next meet no January 24 to review monetary policy.Inflation in overall primary articles stood at 3.07 per cent in December, compared to 8.53 per cent in November."
27,27,"Relief on prices: At 7.47%, inflation at 2-yr low",http://timesofindia.indiatimes.com//business/india-business/Relief-on-prices-At-747-inflation-at-2-yr-low/articleshow/11518226.cms,2012-01-17,The Times Of India,"NEW DELHI: Inflation slowed to a two-year-low in December on the back of a sharp decline in food inflation, providing enough headroom for the Reserve Bank of India to start easing tight monetary policy in the months ahead.But economists said the RBI may start the process of cutting interest rates only after the Union Budget which is likely to be presented to Parliament in mid-March.Data released by the commerce and industry ministry on Monday showed the annual rate of inflation, as measured by wholesale price index, stood at 7.47% in December compared to 9.11% in November and 9.45% during the corresponding month of the previous year. This was the lowest reading since December 2009 when it stood at 7.15%.The sharp moderation in inflation comes as a huge relief for policymakers who have been battling stubborn price pressures since 2010. Inflation has remained above 9% for a significant period piling pressure on the government and upsetting household budgets.Finance minister Pranab Mukherjee said he was confident that the easing trend would be sustained in the months ahead. He reiterated that the headline inflation should be between 6% and 7% by March-end. Mukherjee said the recent inflation and industrial output data indicated some improvement in the overall macro-economic situation and hinted at policy correctives to consolidate the trend.But Mukherjee said the manufactured inflation and inflation in the power group of items continued to be a cause of concern. The index for the manufactured products group rose by 0.6% to 140.6 from 139.8 for the previous month.Data showed the index for food articles group declined by 3.1% to 190.8 from 196.9 for the previous month due to lower prices of fruits and vegetables (13%), condiments and spices (6%), urad (5%), chicken (3%), tea (2%) and jowar, rice, arhar, ragi and barley (1% each). But prices of pork (8%), river fish (5%), maize (3%), bajra, egg, beef and buffalo meat, mutton and masur (2% each) and gram, coffee, wheat and milk (1% each) moved up.Vegetable prices declined an annual 34.81% while onion prices dropped 60.45% year-on-year. Potato prices declined 35.45% year-on-year. Milk, eggs, meat and fish and pulses prices remained robust.Economists said the RBI would prefer to wait and watch to see how the price situation unfolds in the weeks ahead and then take a call on cutting interest rates.""There was never a strong case for a rate cut at the upcoming January 24 policy review, in our view. We maintain our view that the RBI will likely cut rates after the federal budget (mid-March),"" said Rajeev Malik, senior economist at CLSA in Singapore.""However, a cut in the cash reserve ratio (CRR) should not be totally ruled out because of the need for a sustainable solution to address the excessively tight money market liquidity situation,"" Malik said. The RBI will review monetary policy on January 24."
30,30,Food inflation in negative zone for 3rd consecutive week,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-in-negative-zone-for-3rd-consecutive-week/articleshow/11551304.cms,2012-01-19,The Times Of India,"NEW DELHI: Food inflation remained in the negative zone for the third straight week, at minus 0.42 per cent for the week ended January 7, 2012 mainly due to fall in prices of onion and vegetables.Food inflation, as measured by the Wholesale Price Index (WPI), was at minus 2.90 per cent in the previous week. It was above 16 per cent in the corresponding week of 2011.According to the official data released on Thursday, onion prices were lower steeply by 75.42 per cent year-on-year during the week under review, while potato prices were down by 23.84 per cent. Prices of wheat also fell by 3.57 per cent.Overall, vegetables were 45.81 per cent cheaper during the week under review than in the same period last year.Other food products, led by protein-based items, became more expensive on an annual basis.Pulses prices were 14.27 per cent higher during the week under review, while milk grew dearer by 11.48 per cent. Egg, meat and fish prices were up 19.64 per cent year-on-year.Fruits also became 10.03 per cent more expensive on an annual basis, while cereal prices were up 2.26 per cent.Inflation in the overall primary articles category stood at 2.47 per cent during the week ended January 7, 2012 against 0.51 per cent in the previous week. Primary articles have over 20 per cent weight in the wholesale price index.Experts feel that the decline in food inflation, along with moderation in headline inflation during December 2011, will be a major incentive for the Reserve Bank to look at the option of cuts in key interest rates in the near future."
34,34,12th farmer suicide in rice bowl,http://timesofindia.indiatimes.com//city/kolkata/12th-farmer-suicide-in-rice-bowl/articleshow/11561954.cms,2012-01-20,The Times Of India,"BURDWAN: The curse of huge debts brought upon Bengal's rice bowl by falling paddy and potato prices claimed yet another victim on Thursday when a farmer committed suicide in Burdwan, taking the number of farmer deaths in the district to 12 and the total number across the state to 23 since last October. The crisis is likely to aggravate in March when the potato crop is reaped.But even as price woes and a potato crop damaged by unseasonal rains wreak havoc on the farming sector, chief minister Mamata Banerjee isn't ready to buy the logic that farmers are committing suicide because they aren't getting value for their produce. ""Not a single farmer died due to it. The deaths of 12 persons were due to personal problems with their personal debts running into crores,"" the chief minister said on Thursday. Drawing a contrast with farmer deaths during the Left rule, she pointed out a total of 199 farmers committed suicide in 2008-09 while the toll in 2009-10 was 179.But the father of 35-year-old Sushanta Ghosh, who drank pesticide on Wednesday night and passed away at Burdwan Medical College Hospital in the wee hours of Thursday , had a different story to tell. Sushanta, a farmer at Hetti village in Burdwan's Galsi, was the sole bread-earner in his six-member family  wife, two sons and parents. It wasn't hunger that killed him but the bales of unsold paddy piled up outside his home.The family of Sushanta Ghosh, the farmer who committed suicide at Galsi in Burdwan on Thursday, has bales of paddy piled up at their home. His father Bikash could not sell the paddy because of the low market price. ""My son made a distress sale of some of the produce, but the money was not enough to go for the potato cultivation. He had a loan burden of Rs 2 lakh, of which he owed Rs 60,000 to the local SBI branch, another Rs 35,000 to the local cooperative bank and the remaining Rs 1.05 lakh he borrowed from a local mahajan at high interest rate. The debt burden kept piling up as he didn't get the right price for paddy, potato and mustard ,"" Bikash said.The anxiety didn't build up in a day. Sushanta cultivated the aman paddy and then boro on his own 7-bigha land, and tilled another eight bighas last year. But the yield didn't fetch the price to meet the loan amount. He borrowed again to cultivate potato on a much smaller 7-cottah plot and grew mustard on 5 cottahs. ""But the untimely rain damaged the potato and mustard plants,"" Bikash said.Cousin Debnarayan Ghosh pointed out that Sushanta tried to clear a portion of his debt by selling part of the paddy stocks at Rs 500 a quintal. ""He was depressed . There is no other problem in the family other than the rising debt burden. I beg to the state government to write off his loan and compensate the family,"" he said.Galsi Block II BDO Barsharani Basu sent two officers to Sushanta's village to find out the reason behind the suicide. ""I am waiting for a detailed report from the officers before I comment on the cause of death,"" he said. Incidentally, the Galsi is the largest rice producing block in the country.Local Trinamool leader Prasanta Kundu claimed that Sushanta was more into trading than farming. ""He suffered due to callous potato trading. It has nothing to do with farming,"" Kundu said. Another Trinamool leader Basanta Chowdhury said: ""Sushanta was a potato trader. He was upset because somebody borrowed Rs 25,000 from him and didn't repay it when he needed the money most.""CPM's Galsi zonal secretary Faiaz Rahman said he knew Sushanta personally. ""He took loans from the SBI and the local cooperative, but could not afford to take further loans during rabi cultivation. There has been 12 such deaths in Burdwan district so far,"" Rahman said.Taking feedbacks through party channel, the CM said: ""Do not teach me anything on this. Why are they angry? Is it because my government has stopped paying in cash? The cadres now are unable to give a 50% cut to their party and keep the rest with them. The comrades have stopped earning,"" the CM said.Mamata took her attack a notch further when she held a ""Burdwan group"" which she named, ""Dhan Kore Khoaya Committee"" of receiving kickbacks over rice procurement from farmers.Leader of the opposition Surjya Kanta Mishra said: ""We've repeatedly provided the details of 23 farmers who've committed suicide. I will visit some of these families, the government can also inquire. Do all panchayats have banks?"" On the corruption allegations, he said, ""She has ordered inquiry into a 40-year-old case, why isn't she investigating this?""With an eye on the panchayat polls, Mamata said, ""350 cold storage's will be build. Efforts are on to export potato to Indonasia. Funds to the beneficiary of 100-day work scheme would be paid on a daily basis, instead of the three-week period ."" Mishra said, ""There are enough cold storages in the state. And why Indonesia? She can as well sell these potatoes to the Kolkata market."""
38,38,Mamata rules out probe into farmer suicide,http://www.thehindu.com/todays-paper/tp-national/mamata-rules-out-probe-into-farmer-suicide/article2829907.ece,2012-01-24,The Hindu,"West Bengal Chief Minister Mamata Banerjee has ruled out a probe by a team of legislators of all parties into the issue of farmers' deaths, blaming it on untrue reports and a misinformation campaign.She rejected the suggestion made by Probodh Panda, general secretary of the CPI-affiliated Paschim Banga Pradeshik Krishak Sabha, when he took a delegation to her at the State Secretariat to seek her intervention.The Chief Minister told us that she had enquired into the incidents and found out that the campaign' that farmers were committing suicide was not correct. Untrue reports are being published in the media, he said.Mr. Panda said the delegation tried to convince her of the need for forming an all-party MLA team, referring to the concern voiced by Governor M.K. Narayanan.When we urged the Chief Minister to increase the Rs.50,000-crore loan ceiling for small and marginal farmers, she told us that this was a matter that would have to be decided by banks. Moreover, she asked how they would repay the loans, he said. We told her that it should be ascertained whether such suicides were due to the distress sale of paddy and other agricultural produce by the farmers in different parts of the State.He said the delegation submitted a nine-point memorandum to her and pointed out that the prices of potatoes and other agricultural produce had come down in markets across the State owing to distress sales.Mr. Panda said the delegation requested the Chief Minister to provide an economic package to the affected marginal farmers and families of the peasants who reportedly committed suicide, arguing that they should also be given compensation and their agricultural debts waived.The delegation wanted the government to reach food and other essentials to the distressed families through the Public Distribution System.On Monday, Mr. Narayanan said the issue was engaging the attention of both the State government and the Centre, and there was a need to find ways of stopping such incidents."
43,43,More vegetable arrivals push prices down,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/More-vegetable-arrivals-push-prices-down/article13381061.ece,2012-01-26,The Hindu,"WELCOME CHANGE: The sale of vegetables has picked up, following the drop in prices. Photo: S. S. Kumar: Prices of many vegetables have dropped by as much as 30 per cent compared to the rates last month in the Koyambedu market. The change, which is bound to bring cheer to households, has been made possible in view of more arrivals, which traders at the market attribute to the bountiful rainfall.Tomatoes, which come from Krishnagiri and Andhra Pradesh, are sold anywhere between Rs.8 and Rs.10 per kg at the market. Ten days ago, the cost was Rs.15 per kg. Onions from Bellary in Karnataka are priced at Rs.8 a kg. A retail trader in Koyambedu said onions from Maharashtra cost Rs.13 a kg.On Wednesday, D.Abirami, a resident of Ayanavaram, said: I bought twice the quantity of beans, onions, tomatoes and potatoes when I shopped for vegetables. Many of them were priced below Rs.20 a kg. I am also purchasing lot of seasonal vegetables as they have turned cheaper.Green peas, usually sold for Rs.80-100 a kg, were priced at Rs.25. Cabbage and cauliflowers were also priced around Rs.10 a kg. Many customers like Vimala Jayapal of Tiruvottiyur, however, felt that some of the frequently used vegetables such as brinjal and ladies fingers continued to remain out of reach, priced around Rs.50 a kg.V.R.Soundararajan, a wholesale trader, said: We expect the prices to dip further as the market is receiving nearly 50 more lorries than the usual 350 lorries daily. Some of the locally grown vegetables such as brinjals, drumsticks and ladies fingers were expensive in view of the damage to produce in the Thane cyclone.S.Srinivasan, president of Chennai Fruit Commission Agents Association, said that the market would start receiving oranges from Maharashtra in February. Fewer arrivals of apples from Himachal Pradesh also led to increase in the cost.While apples cost Rs.150 per kg, oranges are priced nearly Rs.40 a kg. Pomegranates cost Rs.80 a kg. There has been a sharp rise in the cost owing to escalating transportation charges.I have to pay Rs.32,000 for a lorry trip from Maharashtra now. Earlier, the charges were Rs.25,000 per trip, he added."
44,44,Food inflation remains in negative zone,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-remains-in-negative-zone/articleshow/11650888.cms,2012-01-27,The Times Of India,"New Delhi: Falling cost of vegetables like potatoes and onions kept food inflation in the negative zone for the fourth consecutive week at (-)1.03 per cent as on January 14.Experts said that food inflation is likely to remain in the negative terrain for some more time and this could help the Reserve Bank go for rate cut in its next mid-quarterly review in March.Food inflation, as measured by the wholesale price index (WPI), stood at over 17 per cent in the corresponding week of the previous year. It was (-)0.41 per cent in the previous week ended January 7.The maximum drop was witnessed in prices of onions, which became cheaper by 79.10 per cent year-on-year, while potatoes became 22.46 per cent less expensive. Overall, vegetables became 47.06 per cent cheaper, while wheat prices fell by 3.37 per cent.""Food inflation may remain in the negative zone for some more time. The RBI has already cut the Cash Reserve Ratio (CRR) and the continuing moderation in inflation may prompt it to go for interest rate cuts in next mid-quarterly review,"" Crisil Chief Economist D K Joshi said.He also said that the fall in food inflation numbers will help keep headline inflation at moderate levels.General inflation stood at a two-year low of 7.47 per cent in December, mainly on account of falling food prices.At its third quarterly monetary policy review earlier this week, the apex bank had injected Rs 32,000 crore into the system by lowering the CRR by half-a-percentage point to 5.5 per cent but kept the short-term lending rate unchanged.The government, meanwhile, has decided to stop the practice of releasing the food inflation data on weekly basis.""Cabinet decisions need some time to be implemented,"" government spokeswoman Neelam Kapur."
45,45,Food inflation in negative zone for fourth consecutive week,http://www.deccanherald.com/content/222425/food-inflation-negative-zone-fourth.html,2012-01-27,Deccan Herald,"Food inflation in negative zone for fourth consecutive weekNew Delhi, Jan 27, 2012, (PTI) 12:08 ISTFood inflation remained in the negative zone for the fourth week in a row, at (-)1.03 per cent for the week ended January 14, on account of cheaper vegetables.Food inflation, as measured by the Wholesale Price Index (WPI), was at (-)0.42 per cent in the previous week. It was above 17 per cent in the corresponding week of 2011.According to the official data released today, onion prices fell steeply by 79.10 per cent, year-on-year, for the week under review, while potato prices were down 22.46 per cent. Prices of wheat also fell by 3.37 per cent.Overall, vegetables were 47.06 per cent cheaper during the week under review, from the same period last year.However, other food products, led by protein-based items, became more expensive on an annual basis.Pulses prices were 12.77 per cent higher, while milk grew dearer by 12.25 per cent. Eggs, meat and fish prices were up 20.33 per cent year-on-year.Fruits also became 5.17 per cent more expensive on an annual basis, while cereal prices were up 2.71 per cent.Inflation in the overall primary articles category stood at 1.89 per cent for the week ended January 14, as against 2.47 per cent in the previous week. Primary articles have over 20 per cent weight in the wholesale price index.Experts feel that the decline in food inflation, along with moderation in headline or overall inflation in December, will be a major incentive for the Reserve Bank to look at the option of cutting key interest rates in the near future.At its third quarterly monetary policy review earlier this week, the apex bank had injected Rs 32,000 crore into the system by lowering the Cash Reserve Ratio (CRR) by half-a- percentage point to 5.5 per cent but kept the short-term lending rate unchanged."
46,46,Black money,https://www.telegraphindia.com/1120128/jsp/business/story_15060814.jsp#3,2012-01-28,Telegraph,"Food pricesNew Delhi, Jan. 27: Falling cost of vegetables such as potatoes and onions kept food inflation in the negative zone for the fourth consecutive week at -1.03 per cent as on January 14. Analysts said food inflation was likely to remain in the negative terrain for some more time.RBI moveNew Delhi, Jan. 27: The RBI today said it would reintroduce a second liquidity adjustment facility (LAF) window to inject cash into the system. The central bank said it would have a second LAF repo every Friday between 4.30pm and 5pm.Black moneyNew Delhi, Jan. 27: India has entered into a multilateral convention on tax matters,which until 2010 was available only for European nations and OECD members. The move will boost the governments efforts to bring back money illegally stashed abroad."
47,47,Food inflation still in negative zone,http://www.thehindu.com/todays-paper/Food-inflation-still-in-negative-zone/article13384386.ece,2012-01-28,The Hindu,"The falling cost of vegetables such as potatoes and onions kept food inflation in the negative zone for the fourth consecutive week, at (-) 1.03 per cent, as on January 14."
48,48,Food inflation stays in negative zone,http://www.thehindu.com/todays-paper/tp-business/food-inflation-stays-in-negative-zone/article2838579.ece,2012-01-28,The Hindu,"A sharp drop in prices of vegetables, especially potatoes and onions, facilitated an extended stay for food inflation in the negative zone at minus 1.03 per cent for the week ended January 14 even as prices of other edibles continued to rule at higher levels.The official data released here shows that food inflation, as measured by the wholesale price index (WPI), has moved deeper into negative territory from (-) 0.42 per cent in the previous week ended January 7. However, statistically, much of the decline in the price spiral was owing to the effect of a high base as food inflation during the like week in January 2011 was at a high of over 17 per cent.Ostensibly, it is on account of the high base effect that food inflation is expected to remain in negative zone for some more time during the current fiscal and contribute to the anticipated decline in headline inflation to 7 per cent by the end of March. Once the base effect impact on the inflation data wears off some time by the end of February, food inflation is likely to bounce back to positive territory.However, such seven-day comparisons in food inflation will soon not be feasible any more as the government has decided to do away with the practice of releasing weekly WPI data on primary food articles and fuel as the numbers were not presenting a holistic picture of the price scenario. With the Union Cabinet opting for a switch to the earlier system, the government will continue to release only a monthly WPI headline inflation data containing the break-up for all segments of goods, including food and non-food articles, fuel and manufactured items.The change, however, is in keeping with global norms. Doing away with the weekly inflation data would mean that the volatility associated with week-on-week variations would cease to cause concern. Globally also, it is the norm to give inflation numbers on a monthly basis, Crisil's chief economist D. K. Joshi said.Especially owing to a drop in food prices, headline inflation in December slipped from near double-digit levels during the major part of 2011 to a two-year low of 7.47 per cent in December.As per the weekly data, the maximum fall was in the prices of onions by 79.10 per cent year-on-year, followed by potatoes which turned cheaper by 22.46 per cent even as the decline in prices of vegetables overall was to the extent of 47.06 per cent.Wheat prices were also down 3.37 per cent. Other edibles, however, continued to cost more."
63,63,Jan inflation at 2-year low of 6.55 per cent,http://www.deccanherald.com/content/227071/jan-inflation-2-year-low.html,2012-02-14,Deccan Herald,"New Delhi, Feb 14,2012,DHNS : 21:55 ISTFM sees situation to ease by March-endInflation, as measured by the Wholesale Price Index (WPI), stood at 7.47 per cent in December 2011. It was 9.47 per cent in January last year.The latest numbers are the lowest since November, 2009 when the inflation was 4.73 per cent.As per the data, food inflation was (-) 0.52 per cent in January against 0.74 per cent in December. Food inflation fell into the negative zone on account of cheaper vegetables, like potato and onion whose prices fell by 23.15 per cent and 75.57 per cent, respectively, on annual basis.The fall in inflation to a two-year low also raised Finance Minister Pranab Mukherjees hope it would stabilise around 6 per cent by March end. He, however, said that inflation at the current level was not acceptable. I now expect that the March-end 2012 inflation will be closer to 6 per cent, Mukherjee told reporters here.Analysts said the fall in inflation raises hope of a decent economic growth and ease in price pressure on common man in coming times.The annual inflation fell on the back of cooling food inflation which moved to -0.52 per cent from 0.74 per cent in December.However, prices of protein-rich food items such as eggs, fish and meat, milk and pulses remained high, suggesting that food inflation remained a potential pressure point.However, prices of manufactured items, which have a weight of around 65 per cent in the WPI basket, continued to be a cause for concern. Manufactured inflation stood at 6.49 per cent year-on-year in January, as against 7.41 per cent in the previous month.Fuel prices rose 14.21 per cent from a year earlier, compared with an annual rise of 14.91 per cent in December.The steady fuel inflation pointed towards political considerations that have forced the government to delay an adjustment in petroleum and coal prices. Policymakers said lowering of inflation also made a case forthe Reserve Bank of India to cut rates.Last month, the RBI signaled readiness to lowering rates if inflation eased further. It has, however, cited risks to inflation from global crude oil prices and the weak rupee, as well as India's growing fiscal deficit. The impact of Europes debt crisis has also added to risks, with a trade deficit expected to rise to $160 billion in 2011-12, threatening renewed pressure on rupee.Planning Commission Deputy Chairman Montek Singh Ahluwalia said: I hope that we will be able to keep inflation under control in coming months. Inflation for November 2011 has been revised upwards to 9.46 per cent from provisional estimate of 9.11 per cent."
65,65,Inflation eases to 6.55 per cent in January,http://www.thehindu.com/todays-paper/tp-business/inflation-eases-to-655-per-cent-in-january/article2894383.ece,2012-02-15,The Hindu,"Much to the government's respite, headline inflation eased to a 26-month low at 6.55 per cent in January from 7.47 per cent in December, 2011, owing to a further fall in vegetable prices, prompting Finance Minister Pranab Mukherjee to scale the benchmark lower at 6 per cent from the earlier estimate of 7 per cent for the fiscal year ending March.With overall inflation, as measured by the wholesale price index (WPI), witnessing a sharper-than-expected fall in January, 2012, from 9.47 per cent in the same month last year, Mr. Mukherjee expressed cautious optimism on further moderation in the coming months though he felt that softening in the prices of manufactured goods, despite the rapid decline in non-food primary inflation, may be more gradual.I think it [headline inflation] should be further reduced since it is still not at the acceptable level ... [I] now expect that the March-end 2012 inflation will be closer to 6 per cent, Mr. Mukherjee said while pointing to concerns over the price trend of other commodities such as edible oils, milk and protein-based items which could stoke inflation yet again.The main worry going forward is on edible oils, milk and some animal proteins which may continue to threaten food inflation, as the required institutional reforms in agricultural marketing and improvement in storage and cold chains will operate with a lag  these are areas where States have to take a lead and take advantage of Central government initiatives  announced in the last two Union budgets, he said.The Finance Minister's worry on this count is not misplaced. The WPI data show that food inflation was in negative zone at (-) 0.52 per cent in January owing to cheaper vegetables such as potatoes and onions, which were down 23.15 per cent and 75.57 per cent, respectively, year-on-year. However, prices of edible oils and milk during the month were up 9.59 per cent and 12.6 per cent, respectively, while that of eggs, meat and fish was still higher by 18.63 per cent on a yearly basis. Moreover, manufactured goods, which account for a weight of about 65 per cent in the WPI basket, continued to cost more. As per the data, inflation in manufactured items stood pegged at 6.49 per cent in January year-on-year, as against 7.41 per cent in the previous month. Inflation in overall primary articles, however, stood lower at 2.25 per cent during the month as compared to 3.07 per cent in December, while in non-food primary articles, it moderated to 0.55 per cent from 1.48 per cent in the previous month. In such a scenario, as to whether the Reserve Bank of India will go ahead with a cut in interest rates during its mid-quarterly review next month remains a question mark."
