,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
88,88,Ban on potato export led to farmers’ suicide: Opposition,http://www.thehindu.com/todays-paper/tp-national/tp-otherstates/ban-on-potato-export-led-to-farmers-suicide-opposition/article7047350.ece,2015-03-30,The Hindu,"Family of deceased potato farmer Foring Gosh mourn at Gazole in Malda district of West Bengal on Sunday.PHOTO: AFP: Experts and Opposition leaders heaped criticism on the Trinamool Congress (TMC) Governments policy of banning the export of potato to the neighbouring States for its reduction in demand in these States.They said that the decision was not financially logical and had contributed to reduced prices of potato this year leading to farmers suicide.States Agriculture Minister Purnendu Basu refuted this statement. So far, 17 potato farmers suicides have been reported in Bengal.In 2013, Chief Minister Mamata Banerjee had imposed restrictions on export of potato to other States to curb its rising price in Bengal, which continued for one-and-a-half years. These restrictions were however eased last year.Encouraged by the profit gained from potato farming last year, farmers had sown potato in more than 4 lakh hectares of land.The chairperson of the Pradeshik Krishak Sabha, the peasant wing of the Communist Party of India (Marxist), Madan Ghosh said that the West Bengal Governments decision to restrict the export of potato to neighbouring States left them with no choice but to increase their own yield of potato.As a result, traders from other States lost interest in importing potato from West Bengal and our farmers lost an essential means to sell their crop, he told The Hindu here on Sunday.Mr. Ghosh said that the potato production this year had crossed 1 crore tonne compared to the normal yield of 90 lakh tonne. So the State governments decision to purchase 50,000 metric tonne directly from farmers is grossly inadequate, he said, adding the States cold storages maximum capacity was only 65 lakh tonne.Speaking in the same vein, professor of Economics and Rural Development in Vidyasagar University Sebak Kumar Jana said that the decision to ban export of potato was not financially logical. If there was adequate infrastructure to set up more cold storages, such a loss to farmers could have been avoided, he added.Professor of Economics at Jadavpur University Joyashree Roy, however, said that to associate potato farmers suicide directly the with low price of the crop would be scientifically justified.Mr. Basu, however said that the restriction on potato export was imposed to prevent large-scale shortage of the crop in Bengal as it was illegally exported to Uttar Pradesh, which had low crop production in 2013. So, it was a positive step by the State Government that prevented the acute shortage of potato in West Bengal, he told The Hindu .Mr. Basu said that some dishonest potato traders were also responsible for the present crisis as they were not buying potatoes from farmers to pressurise the State Government for their vested interests.The restriction was imposed to prevent shortage of the crop in Bengal as it was illegally exported to U.P.Purnendu BasuBengal Agriculture Minister"
109,109,Glut Fallout: Farmers Getting Only Rs 2 per Kg for Potato,http://www.hindustantimes.com/punjab/glut-fallout-farmers-getting-only-rs-2-per-kg-for-potato/story-qqaj4TPvvwxIALw3lzwPTJ.html,2015-04-12,Hindustan Times,"As there is a glut of potato in the market, only farmers seem to be at the losing end. Farmers are forced to sell potato at around Rs 2 per kg, but consumers have been paying Rs 10 per kg for potatoes in the market. In this way, the middlemen are making more than the farmers.The huge difference of Rs 8 per kg has been only exposing the poor policies of the state and central government towards farmers.The Punjab government is encouraging farmers to adopt crop diversification to replace the wheat-paddy pattern and the potato crop is a major alternative to wheat, but right now, potato farming is turning a losing proposition for farmers.Potatoes were sold on Friday at the rate of Rs 80 to Rs 110 per 50 kg bag in the Bathinda market by farmers to commission agents and retailers. Besides, the price of potato for the consumer is still Rs 8 to Rs 10 per kg. Harsimran Singh, a wholesale vegetable merchant, said that potato price rose on Friday, it had been sold only at Rs 38-40 per bag a few days earlier.The area under the crop and yield of the crop has increased here. The area increased to 6,000 hectares this year from 5,700 hectares during the last year and the yield has increased from 85-85 quintals to 113-120 quintals per acre.In Bathinda district, potatoes have been sown mainly in Rampura Phul and Goniana area. Farmers of these areas are complaining for low rates and lack of governmental subsidies and marketing policies.Gurcharan Singh, a potato farmer, said that he has been growing potato crop for the last twenty years, but now he is thinking to go back to the traditional paddy-wheat crops. He said, ""We had spent more than Rs 30,000 per acre on the crop and now we getting only Rs 18000 to Rs 25,000 per acre. How can we survive with this?""Buta Singh of Nahiya Wala village said, ""No cold store is free in the district to keep potatoes, as the wholesalers had booked the stores in advance. Cold store owners are demanding higher charges for storage. We are helpless to send our product to farther cities for storage. Merchants are robbing us.""In the market, 10% commission is charged from sellers, and the market fee is extra. The retail merchants are selling potatoes at the rate of Rs 8-10 per kg.The government did not fix any minimum support price (MSP) for the purchase of potato crop and no government agency bys the crop. Thus, farmers are facing huge economic losses, especially who produced potato crop for the first time."
129,129,Potato prices plummet with heavy arrival from WB,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/potato-prices-plummet-with-heavy-arrival-from-wb/article7165849.ece,2015-05-03,The Hindu,"Potatoes being stored in godowns at the Potti Sriramulu market in Srikakulam. PHOTO: BASHEERBumper yield of potatoes in West Bengal, Uttar Pradesh has turned out to be a boon for consumers of Srikakulam, with arrival of heavy loads from the States to the markets here, resulting in plummeting of prices.Retail price of potatoes has come down to Rs.10 a kg from Rs. 20. The prices reached up to Rs. 35 per kg as the production here saw a downward trend in November and December, burning holes in the pockets of the consumers.Trader say with the record production of 1.2 lakh metric tonnes this season in West Bengal, potato price is hovering around Rs. 4 per kg in the wholesale market there. Heavy loads of potatoes from that State is reaching the markets here everyday.Sale of potatoes has gone up significantly in the current marriage season. Hotels are also buying the vegetable in huge quantities for its availability at low prices, said M. Sankara Rao, a trader from Srikakulam.Other vegetables are also available at affordable rates, despite the fall in the arrivals in summer season.Brinjal, tomato, onion are priced at Rs. 20 per kg in Pottisriramulu market. Cabbage, bitter gourds are available at Rs.40 per kg at OBS market and the Rythu Bazaars here.According to market sources, the prices will remain stable throughout the year, if vegetable cultivation gets encouragement from the government. Now, vegetables are grown in less than 3,000 hectares in the district.Marketing remains a major concern , since we are selling vegetables almost at half of the prices when compared to that of markets. We fail to achieve operational break-even such as transport charges, said B. Appala Naidu, a ryot from Etcherla mandal.Retail price of potatoes has come down to Rs.10 a kg from Rs. 20 in Srikakulam markets"
154,154,Vegetable prices hit the roof,http://www.thehindu.com/todays-paper/tp-national/tp-telangana/vegetable-prices-hit-the-roof/article7246390.ece,2015-05-26,The Hindu,"The prices of various vegetables have shot up by up to 100 per cent within a week.The price of tomato has increased from Rs.15 to Rs. 40 within a week in Nalgonda town, while the price of ridge gourd has gone up to Rs. 60 kg at the vegetable market located in Prakasam Bazaar, which was sold at Rs.30 only 10 days ago.The price of lady finger also increased by 100 per cent since it was increased to Rs. 40 which was sold at Rs.20 per kg just 10 days ago. The price of capsicum and carrot and broad beans went up by Rs.20. Courgette and cabbage prices increased from Rs.30 per kg to Rs. 40 per kg in a week time.The vegetables such as cucumber (Rs.10 per kg), potato (Rs.20 per kg) were being sold at relatively lesser price. The increase in prices has been attributed to continuous heat waves in both the Telangana and the Andhra Pradesh since the production of most of the vegetables came down.Due to lack of refrigerated transport facilities, the vegetables were also being wasted during the transportation with prevailing heat conditions.The traders in the market said that the sudden spurt in the prices of some vegetables was just an indication that the tough days are ahead.Unless the monsoon arrives early, the traders said that the prices would go up further within no time.Burden on familiesSpeaking to The Hindu , a housewife P. Shanthi, said that the increase in vegetable prices have increased the burden on them since the prices of all pulses have also doubled during the past one month. We have been restricting ourselves to only a few vegetables that are being sold at cheaper price, but we could not avoid tomato any longer, she said.Meanwhile, increase in the prices after a two months lull in the market brought cheer among the farmers since they sold tomatoes, lady finger and a few other vegetable at less than Rs.10 per kg."
165,165,Wholesale prices fall for seventh consecutive month,http://www.deccanherald.com/content/483794/wholesale-prices-fall-seventh-consecutive.html,2015-06-15,Deccan Herald,"Wholesale prices fall for seventh consecutive monthNew Delhi: June 16, 2015, DHNS 1:24 ISTThe wholesale price inflation (WPI) continued to fall for a seventh consecutive month in May, backed by prices of food, fuel and manufactured goods but price of pulses remained high, demanding that the government put in place a few supply-side measures.The WPI fell to -2.36 per cent in May, official data showed. Food inflation stood at 3.8 per cent, lower than the previous few months but prices of pulses shot up 22.84 per cent in May from 15.38 per cent in April.Vegetable inflation too fell at -5.5 per cent, with potato prices easing by about 52 per cent but onions jumped over 20 per cent. Inflation in manufactured goods such as sugar, edible oils and beverages declined by 0.64 per cent, lowest in the past many months.To tame spiralling prices of pulses, the government has said it is open to importing pulses if the need arises.Prices of pulses have risen sharply in the last one year as the domestic production fell by nearly two million tonnes in 2014-15, crop year due to unfavourable weather conditions.India Inc lauded the fall in prices but asked the government to invigorate the supply-side response to tackle any adverse impact of the monsoon.Assocham said that the continuous downtrend in WPI seen over the past few months is a positive signal towards stabilisation of prices and this should surely help in further boosting economic activity. It said, however, that a constant decline in the figures raises concerns, especially for the manufacturing sector.DH News Service"
192,192,"Onion rates bring tears, potatoes some cheer",http://timesofindia.indiatimes.com//city/nagpur/Onion-rates-bring-tears-potatoes-some-cheer/articleshow/48258851.cms,2015-07-29,The Times Of India,"NAGPUR:After 2013 when it touched Rs 80 a kg, onion prices are once again going northwards. Known to be the poor man's accompaniment with roti (bread), wholesale rates touched Rs 40 per kg which may push retail prices to Rs 50 soon, traders said on Tuesday.If onions are bringing tears, potatoes which are sold along with it, are bringing cheers. Potato rates are at an all-time low, thanks to a major glut in Uttar Pradesh  the main production centre in country. Potatoes are in the range of Rs 12-15 a kg in the retail markets, which is one-fourth of last year's levels.Unseasonal rains in various pockets of the country during May hit the onion-growing regions hard. It was the time when crop is ready, but almost 25% of the produce was lost due to the showers.""The supplies which should have lasted till now are fast depleting which has led to prices flaring up,"" said Jaiprakash Wasani of Pankaj Trading Company at the Kalamna Agriculture Produce Marketing Committee (APMC).TOI had reported last week that the government is planning to import onions to bridge the supply gap.In July, supplies from Andhra Pradesh and Karnataka reach the markets. But the southern crop has been hit due to the dry spell. ""The size and quality too is not up to the market, so the fresh supply may not help much in reducing the prices,"" said a representative of Kalamna-based M/s Afzal Trading Co.Fresh crop from prominent centres like Nashik and Dhule will come during the Diwali festival, but a dry spell is worrying the farmers there too. Punjabrao Patil, an onion grower from Dhule, said, ""We were expecting a good harvest but rains have spoiled everything.""Potato production has been ample this year. ""As compared to last year when the rates per 'maund' (40kg) had crossed Rs 950 last year at Nagpur, it is in the range of Rs 280-350 in this year,"" said a representative from M/s Afzal Trading Co. This comes to Rs 8.75 a kg. Potato growers are complaining of huge losses due to the glut.Potatoes come from UP, Bengal and Gujarat and Chhindwara too. The production is over 20% more than the normal average, especially in UP. ""Soon fresh supplies from Chhindwara will reach Nagpur, with this potatoes are expected to remain cheap throughout the year,"" said a trader.Aditya Kumar of M/s Barhanlal and Adityakumar, a potato trading firm in Mainpuri in Uttar Pradesh, said tempted by the high rates for two years in a row, farmers tried to increase the acreage this year. ""However it resulted in a glut. The wholesale markets at the main production centre in Mainpuri are quoting a rate of Rs 250 a maund for potatoes. Last year it went up to Rs 1300,"" said Kumar.""The middle class can still afford but I am really wondering how the poor will be able to afford it,"" said Jyoti Maniroque, an academician, on the rising onion prices. ""However,"" she said, ""potatoes are compensating the loss to a certain extent.""* Unseasonal rains hit onion production* Rates touch Rs 40 a kg in bulk and may reach Rs 50 in retail* It had touched Rs 80/kg in 2013* Potatoes at an all-time low* Rates at 12-15 a kg* Over-supply of potatoes from Uttar Pradesh* Onion growers complain of losses due to rains* Potato farmers say glut has left them in the red* Current dry spell worrying onion farmers"
213,213,Veggies turn easy on the pocket,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/veggies-turn-easy-on-the-pocket/article7548938.ece,2015-08-17,The Hindu,"The prices of vegetables being imported to Kerala have slumped to a three-year-low, largely on safety concerns, though local produce is still pricey.Kerala State Horticultural Products Development Corporation sources said the arrival of locally produced vegetables such as vegetable cowpea, bitter gourd, cucumber and bhindi was low and farmers were forced to demand higher prices because of higher input cost.Figures from the Department of Economics and Statistics said tapioca price had fallen nearly 17 per cent over a year period. The price of potato fell 28 per cent; beetroot 15 per cent; carrot 20 per cent; brinjal 16 per cent; bhindi 26 per cent; pumpkin 21 per cent and vegetable cowpea 21 per cent.Nendran banana from outside Kerala sold for Rs. 40 a kg in the retail market while Kerala-produced banana was dearer and sold for Rs. 44 a kg, said figures from the Vegetable and Fruit Promotion Council Keralam.The price of vegetable cow pea from outside Kerala was Rs. 20 a kg in the retail market while the Kerala-produced vegetable sold for around Rs. 60 a kg.Bhindi price too varied depending on the source. Bhindi produced in Kerala cost Rs. 40 a kg while the price of bhindi from outside the State was Rs. 16 a kg. Bitter gourd price varied between Rs. 40 and 34 a kg. The price of bottle gourd from outside was Rs. 12 a kg, while the Kerala variety cost Rs. 20 a kg in the retail market."
221,221,"As onion prices soar, potato and tomato prices crash",http://timesofindia.indiatimes.com//india/As-onion-prices-soar-potato-and-tomato-prices-crash/articleshow/48661271.cms,2015-08-25,The Times Of India,"NEW DELHI: While spiraling onion prices is hitting consumers hard, potato and tomato growers are in trouble as prices at the farm gate have crashed below production cost. Farmers across Uttar Pradesh, Punjab and Rajasthan are getting only Rs 4-6 per kg for potato and tomato growers are getting only Rs 9 per kg in Bangalore.Sources said that the agriculture ministry has carried out an assessment of the falling potato and tomato prices to project how farmers are in a state of distress. They added potato price at Agra is around Rs 5.50 per kg and in Jalandhar the commodity is selling at Rs 6.25. These are the two major potato growing states. Even in Jaipur, prices are around Rs 4.20 per kg.Agriculture secretary Siraj Hussain said that the solution to both exceptional price rise and unsustainable crash in prices lies in creating a national agriculture market where all farm produce can cross states without any barriers."
225,225,Falling potato prices worries Idukki farmers,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/falling-potato-prices-worries-idukki-farmers/article7581231.ece,2015-08-26,The Hindu,"Officials of Agriculture Department and farmers of Vallavayalkudy at Kanthallur in Idukki district harvest the potato for Onam seasonAs the harvesting of potato begins, the main crop in Vattavada and Kanthallur, farmers are faced with a sudden fall in its price.Hundreds of acres, where grandis were grown earlier, had been brought under potato cultivation and the prices suddenly fell as the harvesting started.An official of the Marayur Krishibhavan told The Hindu on Tuesday that last year, the prices ranged between Rs 1,100 to 1,300 for a 45 kg sack. However, this time it has fallen to Rs 600. At Kanthallur, it has been certified by the Kerala Agriculture University that no harmful pesticides were found in the vegetables. The main items are potato, carrot, beetroot, beans and garlic.The Agriculture Department under the Integrated Tribal Development Scheme had selected two tribal villages of Mangaparakudy and Vallavayalkudy for vegetable cultivation. Eighty-five hectares of land were brought under vegetable cultivation with nearly 50 hectares being potato. The harvesting of the potato started on Monday in these settlements. As it was aimed at initiating the tribal people into vegetable cultivation, the fall in the prices could make them retract from vegetable farming, the official said adding that in the coming days there are chances of further decline in the prices when the major portion starts arriving in the market. In Vattavada alone, of the 2,927 hectares total vegetable cultivation around 990 hectares is for potato.This time the production is average and newly cultivated areas could make a better harvest, said P.T. Mohandas, president Kanthallur Cool Season Vegetable Marketing Farmers Society. The agency procures 75 per cent of the total production and supplies directly to Horticorp.He said that the falling prices of potato and other vegetables in the prime season is a matter of concern."
263,263,Dip in potato price robs the puja sheen in Hooghly,http://timesofindia.indiatimes.com//city/kolkata/Dip-in-potato-price-robs-the-puja-sheen-in-Hooghly/articleshow/49460578.cms,2015-10-20,The Times Of India,"HOOGHLY: The farmers are selling potatoes at Rs 3 per kg in Tarakeswar, Pursura and Arambagh, but people in Kolkata are buying the same potatoes at Rs 10 (Jyoti variety) and Rs 14-16 (Chandramukhi variety). The sudden dip in price of potatoes has robbed the sheen of the festive spirit in the vast rural belt of Hooghly, which thrives on potato economy.Along with dipping potato price, the uncertainty also looms large with industries of Hooghly. On Monday, a wife of a worker of closed down jute mill committed suicide on a day when the jute mill reopened after suspension work for six months. Rakhi Mohanti, 21, wife of Shankar Mohanti, a worker of drawing department of Victoria Jute Mill, committed suicide apparently for not being able to withstand the acute poverty.While other jute mills are functioning, but workers alleged an ill-payment. While in Bihar an average labourer gets Rs 300 per day, a jute mill worker gets Rs 165 per day. ""What puja are you talking about babu, when we are losing our sleep over two square of meal,"" said Raghunath Pansari, a jute mill worker in Bansberia.Two of major sources of jobs - Hindustan Motor and Dunlop - have perpetuated the nightmare. While one has shut its shop down, other exists only symbolically. Dunlop has not had any production since its reopening a year ago. The workers gets a token salary of Rs 5,000 per month. Moreover, the factory authority has recently informed a major theft from the plant, making the possibility of any production in near future impossible.Against this back-drop, Hooghly, the biggest producer of potatoes in the state, banked on potato price. Last year, potato -growers got its price, thanks to skyrocketing price. But this year, there is no sign of such rise of price. But the fall of potato price to Rs 3 per kg has robbed farmers of their last hope. ""We grow to lose. Last year, we made distress sale after good production. Middlemen took the profit home. This year, we hoarded expecting a price to rise, but now potato price is steadily dipping,"" said Balaram Ghosh, a farmer of Tarakeswar.But the price farmer gets is unlikely to reflect in selling price at urban centres, where the potatoes reaches via many hands of middle-men. ""The 'ready aloo' (sorted and coloured potatoes) is priced at Rs 260 per bag of 50 kg at the cold-storages. Per kg of potatoes is priced at Rs 5.2. But the same potatoes is selling at Rs 10 - 12 per kg. Just imagine how the middlemen taking away all the cream,"" said Gautam Das, another retailer at Pursura."
