,articleTitle,articleUrl,publishedDate,sourceName,text
52,"Never on the rocks, please…",http://blogs.timesofindia.indiatimes.com/Dehati-Aadmi/never-on-the-rocks-please/,2012-01-31,The Times Of India,"Long, long ago, when I was a cadet under training, we were taught about a whole lot of things which had really no relevance to modern shipping as it existed in the 70s. It is another matter altogether that the course syllabus has still not changed and the instructors are still teaching the same old stuff and it has even lesser relevance. In one way, they were correct  change is not inevitable, the oceans behave in almost the same way now as they did for centuries  unpredictably. But some of the subjects taught were relevant in the age of sail clippers carrying opium from Chappra to Canton.Which is another way of saying  see what happened to Chappra as an inland port for ocean-going vessels, while Canton went on to become Guangzhou, which at last count had 4600 berths, 133 buoys and 2359 anchorages, and can bring in ships of 100,000 dwt size at high water. Never mind Chappra, see what happened to Calcutta, where water available for ships is now even less than what it was 3-4 decades ago, and the port is the same size as it was then. Maybe they are waiting for climate change to improve things. Mumbai can try to be Shanghai  but Canton was related to Calcutta even before that. That was another subject we were not taught  real Indian maritime history.One of the subjects taught, though, was signals. We were taught, and are still taught, semaphore and morse. Walkie-talkies have replaced the first, and satellites the second. In both cases, however, rules require that we continue to learn these dinosaur subjects, because nobody knows when the atmosphere may change totally, leaving us with no options but to communicate by flag or lamp.Actually, this climate change has made it even more unpredictable. The Arctic icelands are now known as the Arctic wetlands, and not only ships are now cutting through on what is called a polar route, but also mosquitoes. Yes, that essential component of the Tropics, has landed up inside the Arctic Circle. You will not hear this on television but some day soon maybe a camera-man trying to shoot an anchor and a polar bear will capture a shot of one buzzing around.So anyways, there we were, being trained about navigating ships. And one of the golden rules was that if the amount of water below your ship was less than the depth of water said ship was drawing, also called draft, then you were most certainly aground. This was a lesson learnt with even more ferocity when navigating through the Hooghly River on its way from Calcutta to the Bay of Bengal, because the sand-banks would shift and build up with total disregard for any sort of system or method, and ships which had passed through safely just a couple of tides ago would find themselves ramming into solid sand at a rate of knots the next. Luckily, there are not too many television camera crews or reporters in that part of the country because there are too many mosquitoes, imagine if this happened in South Delhi?Wait for summer. And see what the mosquitoes do to us this year. More climate change. But back to the Hooghly River.To our good fortune, the shifting sand in the Hooghly was also very soft and unstable, so it was usually just a question of running the engines full astern till the ship backed off. And then, proceeding as normal, without too much fuss about things. Dont file any reports was the standard operating procedure. What happens below the water level remains there is true not only in Las Vegas, and minor holes could always be patched up with an amazing technology known as cement box  many ships on those regular runs were more cement box than steel after some time. Once in a while, the ship went to dry docks, all the cement boxes were discarded, and fresh steel welded on, bobs your Uncle.But thats also because there are no rocks in the seabed in that area. What our training drilled into our heads was simple  if the shoreline was rocky, or if there was even the faintest hint that a rocky outcrop preceded landfall, then you simply stayed very far away. This was dinned into our heads to an extent that very few seafarers, if any, will ever drink or order a drink on the rocks. Give us the full bottle instead. Which is probably what the Italian Master did, when the Costa Concordia went on the rocks, he grabbed the bottle.Going aground on the rocks happens, ships go aground, for a variety of reasons. If they happen to be huge Italian luxury liners, then they make the headlines, and rude jokes are made about Italian Captains who at the end of the day were doing what the bean counters ashore told them to do. But in reality, there is a modern technological reason why ships venture too close to land, and it is here where we learn how things are so much more the same all over the world now, and not just mosquitoes.And it is called: hunting for the signal. Have you ever run round in circles at home or in office, looking for that elusive spot where signal strength will prevent the phenomenon called dropped signal, and bumped into something while doing so? Or have you seen how people on airplanes switch their mobile phones on as soon as the aircraft touches down?Thats what is reportedly happening on ships all over the world lately. The most prudent and sensible of navigators can go ballistic when faced with a signal drop on their personal mobile phones. Never mind going aground in congested areas, there is the case of a ship managing to ram straight into the island of Tristan da Cunha, a remote group of well-marked islands in the South Atlantic, because the navigators onboard wanted to desperately catch a better signal, and then performed some improbable navigational tricks which had them farming potatoes with the local population for weeks afterwards.New ships or old, hand signal or satellite, the issues are the same. On sea or ashore."
53,Farmers' kin upset over West Bengal's refusal to acknowledge suicides,http://www.thehindu.com/todays-paper/tp-national/farmers-kin-upset-over-west-bengals-refusal-to-acknowledge-suicides/article2852281.ece,2012-02-02,The Hindu,"Believe me, I am not making any of this up, insists Asim Saha brother of Amiya Saha, who killed himself after consuming a bottle of pesticide a month ago after failing to find buyers for the paddy he had harvested, when he speaks of the events that occurred on the fateful night and the paddy that remains unsold at their home in Rajpur village in the West Bengal's Bardhaman district.The kin of the farmers who have taken their lives (31 incidents have been reported since October 21 in Bardhaman district alone) not only have to reconcile with their loss, but also have to bear with the apathy of the State, which refuses to acknowledge their plight.My brother was overwhelmed with anxiety over the sale of the paddy. Last years potato crop was sold at throwaway prices and the rice mills were refusing to buy the paddy from this season's harvest. But after he died, there were some people who tried to say that he killed himself because he suffered from a kidney disease, said Mr. Saha, without mentioning who the rumour-mongers were.The wife of Bhootnath Pal, a farmer who tilled three bighas (about an acre) of land in Kauri village and hung himself on January 28, pores over all documents from a file that her husband used to maintain  some not even pertaining to the nearly Rs. 9,000 that he owed to a bank in the form of a farm loan.I have nothing to hide, she asserts. When neighbours peep into a silo where grain lies unsold to estimate how much may be inside, she is quick to point out that it is lined with hay at the bottom because she would not like to exaggerate anything.With every incident the Left parties in the Opposition as well as ally Congress is turning the screws on the Trinamool Congress for failing to address the problems of the farmers. Chief Minister Mamata Banerjee has responded by claiming that it is all propaganda of the Communist Party of India (Marxist) and that among all those incidents reported there is only one farmer.At a time like this, the government is not standing by the farmers. When one transport employee committed suicide, the State Government did a turnaround on the announcement of withdrawal of subsidies from the sector. So many farmers have killed themselves, but the government does not care, Mr. Saha said.While district officials have offered temporary relief to the families (150 sacks of Amiya Saha's paddy was sold to rice mills as a part of a special quota and Bhootnath Pal's wife was given Rs. 5,000 from the BDO's office), they maintain that these incidents cannot be counted as farmer suicides.However, they admit that there is an inadequacy of institutional debt in the region and local moneylenders and middlemen continue their hold over farmers in the region. They also rue the lack of information among the farmers about agricultural loans from banks.A mahajan (moneylender) can charge up to five per cent per monthly interest on the sums they give out, which amounts to 60 per cent interest annually. In contrast, farmers can avail loans at seven per cent from banks and if they repay the loan in the first year, the next year's loan will be available at four per cent. But most farmers do not know about these schemes, a district official said.You do not need to ask me about what my problems are. Everyone in the village knows them and are facing the same issues, said the father of 20-year-old Prosenjit Mondal, who hung himself from a tree after a disagreement with his father."
54,"'Potato king' dumps 90,000 bagfuls, more to go in 2012",http://timesofindia.indiatimes.com//india/Potato-king-dumps-90000-bagfuls-more-to-go-in-2012/articleshow/11722179.cms,2012-02-02,The Times Of India,"QUADIAN WALI (JALANDHAR): It's a problem of plenty which has hit potato farmers across the country and even the biggest of them hasn't been able to escape it. ""I can perhaps recover only 50% of my investment. Bank loans are hitting the roof. How long can we live like this?"" asks potato grower Jang Bahadur Singh Sangha.The question aboutsurvival seemsincongruouson Jang Bahadur's lips. By no yardstick arethe Sanghassmallfarmers. With 45,000-50,000 tonnes of potatoesharvested annually from the 5,000 acres leased near Jalandhar, they are probably the country's largest growers of potatoes. Nearly 175 tractors till the Sanghas land. There's a workshop for the machines. The chain is complete with a lab where Cornell University-educated Jang Bahadur, the youngest Sangha, develops seeds and undertakes tissue culture. The produce is stored in his 11 cold storages. So, quite clearly these are no ordinary farmers. Yet, they're in distress.Not just them. Potato growers across states have been hit by a glut resulting from two bumper harvests. A third is on the way, which is likely to pile more pressure on the hapless farmers. From Gujarat to Punjab, from Farrukhabad to Singur, farmers are reeling under the pressure of bumper harvests.""The glut will continue in 2012 since the weather has been ideal for growing potatoes. It would have been even better had there not been so much rain,"" says Jang Bahadur pointing to potatoes that are almost ready to harvest.Like several other farmers, the Sanghas have dumped around 90,000 sacks of potatoes - some thrown away and the rest shipped to Assam and Karnataka for Rs 1-1.50 a kg. ""If you include the cost of the jute bags, we virtually sold it for free. But we didn't have a choice since you can't see it rotting in front of you. In fact, things had become so bad that we requested the district administration for a designated place to dump our harvest,"" says Jang Bahadur, nicknamed India's potato king.Government inflation data shows potato prices, at the all-India level, have fallen over 24% compared to last year.Onions too have fared poorly with wholesale prices declining 79%. In Lasalgaon (Maharashtra), onions are selling for around Rs 3 a kg. This is showing up in retail prices - in Delhi onions are now selling for Rs 16 a kg compared to Rs 80 a year ago.The sharp decline in potato priceswas an election issue in Punjab. In UP, Rahul Gandhi used the glut in potatoes to argue for foreign directinvestmentin retail.Last month, the Congress general secretary told election gatherings across Farrukhabad and Kannauj that FDIwouldsolvethe puzzleof a kilogram of potato fetching Rs2or lessfor thefarmer while a packet of potato chips costs Rs 10. ""A packet of chips is made from just half a potato,"" he had said.Economists and government officials say there has been too much focus on increasing production and little has been done to boost processing and storage. A farm economist says, ""You need the ability to process potatoes. May be powder it and add it to wheat. You need more cold storage facilities, otherwise farmers will be hit as much by a bumper crop as by drought."" One oft-suggested measure is to push for construction of more cold storages. Now, the government is lending a helping hand, offering subsidies. ""So, we've built cold storages. But what will you do with your crop when it is not sold at the right price?"" asks Jang Bahadur.POTATO In mid-January, prices were 22.46% lower than a year ago Compared to March 2011, prices down 14.23% 12.41% dip in a week (Jan 7-14)ONION Onion prices have crashed over 79% in a year Fall of 14.23% since March In a week (Jan 7-14), prices dropped 12.41%"
55,Saurashtra farmers start destroying onion crop,http://timesofindia.indiatimes.com//city/rajkot/Saurashtra-farmers-start-destroying-onion-crop/articleshow/11735329.cms,2012-02-03,The Times Of India,"RAJKOT: Onion growers in Saurashtra are crying foul over not getting enough prices for their produce. Months after potato farmers in Deesa destroyed potatoes worth crores, farmers in Saurashtra are doing the same.Onion growers in villages of Mahuva in Bhavnagar, one the highest producers of the vegetable in the state and Talaja in Rajkot are either not harvesting it or are destroying it for fear of not getting enough prices in the market.Pravin Kathiriya, a board member in Mahuva Marketing Yard, said, ""This is the worst ever scenario for onion growers as they are not even able to recover the minimum production cost of their crops. At present, farmers are getting Rs 40 to Rs 60 per 20 kg for red onion and Rs 100 to Rs 120 for white onion.""Mahuva Marketing Yard receives 1 lakh bag (one bag contains 50 kg) onion daily.""Farmers have started destroying crops in the fields and avoiding harvest. They have already spent a lot of money on production. Now, they do not have money to take the onions to the market,"" said Bharatsinh Wala, a farmer in Taredi village of Mahuva taluka.A major chunk of the total red onions produced in this region was consumed in Punjab, Haryana and Delhi. ""However, onions from Rajashtan and Maharashtra which are less expensive have made inroads in these regions due to which farmers of Saurashtra have lost ground and are seeing the onions pile up,"" said Pravin Gajera, an onion trader in Mahuva, reasoning the decline in the prices.According to Babubhai Wala, a farmer from Dudhala village in Mahuva, ""on an average farmers spend Rs 40,000 per bigha to produce onions. As against it, farmers reap 100 bags of 20 kg each per bigha. Large number farmers have opted not to harvest the crop."" Moreover, Saurashtra produces around 60% of total onion production of the state."
56,EU team in Punjab to inspect potatoes for import,http://timesofindia.indiatimes.com//city/chandigarh/EU-team-in-Punjab-to-inspect-potatoes-for-import/articleshow/11735871.cms,2012-02-03,The Times Of India,"CHANDIGARH: Potatoes from Punjab are turning globetrotters. While last year the state supplied these tubers to Russia, this time, growers are eyeing Europe as a market. A three-member European Union (EU) food and veterinary office audit team is touring Punjab to examine whether state's potato crop is pest-free.As part of that, the team met principal secretary (agriculture and Markfed). Director (horticulture) Lajwinder Singh Brar told TOI, ""Punjab government had written to Centre about its desire to export potatoes, which the state has in surplus. The government had written to EU and now this team is here.""The potatoes were tested in laboratories of the Punjab Agricultural University (PAU) and Central Potato Research Institute, Jalandhar. The team also checked packing centres, cold storage facilities and seed farms in the state and export arrangements at Attari border.Punjab produces 21 lakh tonnes of potatoes on 80,000 hectares. The state has claimed it is pest-free when it comes to tuber crops. It has been seeking market access to EU for past five years.It had claimed that the potatoes here did not have the diseases known as brown rot and ring rot. ""Climate here is such that pests, especially these two (which are prohibited by EU) are not present,"" said Brar.Europe is the world's largest importer and exporter of potatoes. ""We have 4-5 lakh tonnes of surplus potato produce. Farmers are not able to get good prices for the crop and our export experience with Russia has been encouraging,"" said Brar.Around 10,000 tonnes of potatoes were exported to Russia last year from Punjab. A recent bumper crop had led to low prices being offered for potatoes. That had led to protests from farmers who dumped the produce on roads as a mark of protest in December.The EU team's report, which will be routed through Centre, is expected to help ascertain if Punjabi farmers get to see their produce on European dining tables."
57,"CM writes to PM, Pawar on crop loss",http://www.deccanherald.com/content/224614/cm-writes-pm-pawar-crop.html,2012-02-04,Deccan Herald,"CM writes to PM, Pawar on crop lossBangalore, Feb 4, 2012, DHNS: 22:21 ISTIt looks like it is time for chief minister D V Sadananda Gowda to take the issues raised by JD(S) leader H D Deve Gowda seriously.The chief minister has written to Prime Minister Manmohan Singh and Union agriculture minister Sharad Pawar regarding crop loss in the state, particularly Hassan district.Referring to the JD(S) letter to him, dated January 16, he has said extensive damage has been caused to commercial crops like potato, cardamom, ginger, turmeric and tur dal. Due to attack of blight disease for the last four years, potato growers are facing distress, he said.The Union ministry of agriculture should come to the rescue of potato growers in the state by announcing a special package and also help in establishing a Potato Research Station at Hassan in order to find a permanent solution to the problems faced by these farmers, the letter states.The chief minister has also sought the Centres intervention in procurement of ginger, turmeric and cardamom under minimum support price (MSP) scheme.Special grant soughtThe chief minister has urged Deputy Chairman of Planning Commission Montek Singh Ahluwalia to provide a special grant of Rs 430 crore for the overall development of Bidar on the occasion of 500th year of consecration of Guru Nanak Jheera Gurudwara scheduled to be held from April 24 to 29.The chief minister, in a letter to Ahluwalia, has said the Gurudwara of Bidar is considered to be one of the holiest places in the entire nation. The 500th year consecration celebration is likely to attract around 20 lakh people. To provide better facilities to the people on the occasion, a Rs 430 crore project to upgrade infrastructure has been drawn up.Bidar is one of the underdeveloped districts of Karnataka. This one-time development of infrastructure will give a fillip to the overall development of the district, the chief minister stated."
58,Veggies from a bag!,http://www.thehindu.com/features/homes-and-gardens/Veggies-from-a-bag/article13380708.ece,2012-02-05,The Hindu,"A chance trip to the Netherlands changed D. Chitra's world view. The managing partner of Asiann Coir Products was invited by a client to see how they were using the coir pith she exported. She saw tulips blooming from a coir pith base and was hooked.At around the same time, she attended a workshop that spoke about the ills of consuming pesticide-laden vegetables and greens. That got her thinking.She started Asiann Organic Easy Grow in 2010. The company sells ready-to-harvest plants in UV-treated polyethylene bags (planters) and helps set up green houses  a covered space to raise plants. The first 18 months were spent on research and development. Then, she started marketing the planters in front of stores such as Nilgiri's (shortly at Spar too) and at Asian Steel Traders on Trichy Road.Soon, word got around. Her company has now set up more than 40 green houses and sold more than 5,000 plants (using certified seeds) in places such as Coimbatore, Chennai, Kancheepuram and Dharmapuri.Chitra focussed on vegetables, greens and flowers. Soon, flowers took the backstage. Few cared about vegetables. But, should that not be our focus, considering we eat them every day? she asks. Sadly, we don't really look into what goes into our daily diet. It's best to eat what we raise ourselves.Chitra's planters hold a mixture of coir pith, sea algae, vermicompost, panchagavya and eco-shield, the leaf extract of plants such as neem, pungai, nochi and aloevera. Since the coir pith retains water, you need to water them only once in five days. The bags, which weigh around nine kg, can be reused for up to three years. She also stocks vertical and horizontal planters, ideal for cramped spaces. The green houses, says Chitra, also serve as an oxygen-rich space where one can relax and feel rejuvenated.Besides more than 15 greens, including palak, pasalai, methi, sirukeerai, thandukeerai and chakravarthi keerai, she also stocks bitter gourd, lettuce (five-odd varieties), beans, carrot, ladies finger, ginger, onion, garlic and brinjal.The company is now working on getting watermelon, strawberry and cucumber to thrive in the planters. Also, following a request from a Maldivian client, they are looking at the feasibility of raising onion, potato and tomato.It's been a learning curve for Chitra too. Learning from the professors at TNAU and those at the JSS College of Pharmacy, Ooty, has been a wonderful experience. How much these plants give us, she says.Renewed interestWhat gladdens her is that people are now showing interest in raising plants. I recently went to National Model Matriculation School and the Government School, Vellalore, to speak to children on organic farming. When I left, I gave them all a container, the coir pith mix and a seed. Today, they are so possessive about the plants they have raised.The company also stocks native herbs that can help with anything from cold and an upset stomach to toothache. There's karpooravalli, lavender, thyme, sage, parsley, sweet marjoram, stevia, wintergreen and more. Before we leave the farm in Peedampalli, Chitra hands out a bright yellow bud of the palvali poondu, said to cure toothache. Bite into it and the mouth tingles furiously.FARMING AND LOVING ITA. Kulandhaivelan, who works in the steel industry, opted for a 200-sq ft greenhouse for his Kuniamuthur home in April. Since then, weve been able to harvest whatever our family needs. I shop only for potato and onion, he says. Hes planted tomato, avaraikai, chilli, beans, greens, brinjal and drumstick. The taste is better. The kids love pottering about in the green house and theres the thrill of consuming something youve produced.S. Elangovan, a professor of management at Bharathiar University, has a similar set-up in his Ganapathy home. He raises varieties of greens and tomatoes. I love plants. They need little maintenance  just an hour twice a week is enough  but I speak to them every day and monitor their progress. Its a relaxing exercise. The oxygen in the green house is an added attraction. He tends to the garden with his fashion-designer daughter-in-law Poonkuzhali.FactfileThe green house costs Rs. 80 a sq ft. A 200-sq ft one can hold 85 planters and costs around Rs. 35,000. The easy grow kit (with seeds, enriched pith, etc) costs Rs. 200 while a ready-to-harvest planter costs Rs. 220. Each plant yields about seven to nine kg of vegetables. For details, call 0422-4349914/24/25, e-mail md@asianncoir.com or visit >http://www.organicgardeningindia.com"
59,TNAU recommends sowing of Neerbogam potato,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/tnau-recommends-sowing-of-neerbogam-potato/article2873796.ece,2012-02-09,The Hindu,"The Domestic and Export Market Intelligence Cell (DEMIC) of Tamil Nadu Agricultural University (TNAU) has forecast the price of potato in May-June to be between Rs. 13 and Rs. 16. This is almost the same as the price in 2011. Hence, farmers are asked to take up sowing in the Neerbogam (February-March) season.The cell has also suggested that farmers treat seeds with fungicides like Aretan or Agallol and pay attention to pre-harvest care.The forecast was made based on the prevailing price in the Mettupalayam markets for the past 22 years. The arrival of the Nilgiris potato is maximum during June-December. Peak arrival is from August to September in the Mettupalayam market.Tamil Nadu produced nearly 97,200 tonnes of potato from 4,600 hectares in 2010-11 according to National Horticultural Research and Development Foundation. Potato is a major vegetable consumed widely throughout Tamil Nadu. It is grown in the hilly regions of Dindigul, the Nilgiris, Krishnagiri and Erode.For details, contact 0422-2431405; or the research station in Udhugamandalam on 0423-2442170."
60,Buddha rates Mamata 0/2 – on farmers & industries,http://indianexpress.com/article/cities/kolkata/buddha-rates-mamata-0-2-on-farmers-industries/,2012-02-09,Indian Express,"Former Chief Minister Buddhadeb Bhattacharjee on Sunday accused the Mamata Banerjee-led government of impairing development in the state. Criticising the government for failing on both the sectors,agriculture and industries,he said: The government has taken the state backward in both industry and agriculture  It has not taken a single step towards industrialisation compared to what was done by us. No new industry has come up under the new regime, said the CPM leader while addressing a party rally here.He claimed that industries like JSW steel,Wipro,Infosys and Cognizant had set foot in the state during the Left Front rule,but now investors are realising that this government will not do anything to bring new industry.Bhattacharjee said that although there had been a good harvest of aman paddy this season,the cultivators could not sell the produce because neither the government nor the cooperatives were buying the crops.I recently went to Burdwan. There,the paddy growers are running from pillar to post trying to sell their harvest. Even if they can,they are getting Rs 600 to 700 per quintal,instead of the MSP of Rs 1,100, Bhattacharjee said.He said farmers are also reluctant to go for potato and boro cultivation for fear that they would not be able to sell their produce.Although the erstwhile Left Front government had taken steps to buy jute at Rs 4,000 per quintal,the price now stands at Rs 2,000. Why is this? No one seems to know and no one is doing anything. Ministers are giving differing statements. This has never happened when we were in the government, Bhattacharjee said.On the recent incidents of violence in some colleges in the state,Bhattacharjee alleged that law and order is on the brink of a breakdown under the present government.The CPM leader also found fault with the signing of the Gorkhaland Territorial Administration (GTA) agreement in Darjeeling,initiated by the Mamata Banerjee government,saying it would only boost the demand for Gorkhaland and not bring development of any sort.There is no reason to think that agitators would abandon the demand for Gorkhaland with the signing of the GTA agreement. It will only foment the demand. Darjeeling is sitting on a powder keg. It will erupt any day, he said.For all the latest India News, download Indian Express App now"
61,The nowhere people,http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/the-nowhere-people/article2877262.ece,2012-02-10,The Hindu,"At 9 am, Harlal Bhil, 60, is in his neighbour's hut to prepare his first meal of the day. He grinds a paste of garlic, onion, and a few leaves of coriander that he and his wife, Tulsibai then eat with a roti' leftover from the previous evening.Their small hut at one end of Ganpatkheda hamlet in Bhadesar in Chittorgarh district, Rajasthan, has two pots, and four kilos of wheat flour stacked away in a corner. We manage to eat a vegetable like potato about half the month. The other 15 days we eat rotis with chillies, says Bhil. Working as a hali', or a bonded labourer, and a diet that verges on starvation, has robbed Bhil of his youth. Then, a few years ago, the landlord found that he was too weak to work and turned him away. Today, Bhil ekes out an existence through daily wage work.Tulsibai has also not been spared. She once tended cattle on the farm of the same landlord, but today with arthritis she cannot. Officially, Bhil and his wife do not exist on state records. They have no ration card  or MGNREGA job card.A few huts away live Ratni Bhil and her sister, Nari Bhil. They are fortunate to be young, but their lives too are circumscribed by the fact that their husbands work as bonded labourers and their households, too, are not on the radar of the government's Public Distribution System (PDS). Ratni's family depends on the landlord from whom they borrowed Rs 35,000 five years ago to procure food grains in bulk to keep the household going. My husband works without wages on the farm in lieu of this debt; I work on the same farm three-four days a week. The landlord gives us wheat once every few weeks, she says. Rotis and black tea  milk is not available because the family does not own any cattle  is the staple family diet.Both Ratni and Nari did find some work under the MGNREGA in 2010 but did not get paid for their labour until a few months after the work got over. In the absence of credit and social security, they cannot but depend on the local landlords for loans to tide over expenses incurred during an illness or a wedding.In May 2010, the Rajasthan government began PDS reform  increasing food grains subsidy, delivering grains straight to ration shops to reduce pilferage, and creating a state BPL list' to extend the benefit of ration cards. Despite improvements, groups like these Bhil families working as bonded labourers continue to be left out of social security nets.In the 2007 PDS survey, government collected information on 13 counts. At the end of the survey, they recorded only three families as BPL in Ganpatkheda when at least 25 families are there, says Khemraj of Khetihar Khan Mazdoor Sangathan. We got the district officials to revise the list but some of the poorest families are still out of it.The deaths of 47 Sahariya tribals due to hunger during the 2001 drought had triggered a Public Interest Litigation by the People Union for Civil Liberties in the Supreme Court. That case went on to become the basis for civil society's demand for the right to food. The biggest concern with respect to the draft National Food Security Bill pertains to PDS entitlements. Classifying households into APL-BPL has been a disaster in both 1997 and 2002, half of the poor did not get BPL cards, says Reetika Khera, economist and author of a recent study on PDS. She points out that general and priority households under the proposed Act will boil down to continuing the same categories with new names.(Women's Feature Service)Not only does the practice of bonded labour continue, but often these families do not even exist in government records"
62,Cultivating an interest,https://www.hindustantimes.com/india/cultivating-an-interest/story-QTRTjAETj0RZXQYszkNKKJ.html,2012-02-13,Hindustan Times,"Until four years ago, Mustafaganj was like any other Indian village. Its people had big dreams, but they killed them. Manoj Kumar, a gold medalist in geography from BR Ambedkar University of Muzaffarpur, knew what it meant to have unfulfilled desires.Like most young men from Bihar, he wanted join the IAS. But couldnt. In 2006, he returned home after completing his postgraduation, smack in the middle of the Maoist-controlled red zone, to discover people living on the edge. He convinced them to sign up for a club whose members would be engaged in the production of vermi-compost and start organic farming.Day labourer Leela Devi, 43, is a member of Manojs Bihari Thakur Kisan Club. Yeh khad nuksaan nai karta hai (This manure does not harm), she said with a smile on her face. Itll produce nearly six quintals of organic manure and fetch Rs 3000. It funds her childrens education. Leelas son is now a graduate. Her daughter is about to complete B.A.Kumars initiative has clearly begun to energise the local economy. As one winds ones way through his village, hundreds of green makeshift vessels assembled out of synthetic sheets come into view. There is one almost outside every house. Each of those containers, filled to the brim with cow-dung, rotting banana trunks and earthworms, is sealed tight at the mouth. Three months later, they yield six quintals of organic manure worth Rs 3,000. More than 150 women and 300 men of the village are producing this in their bid for self-reliance, and so that their children have a chance at education. Before 2006, the 3,000-strong village had only five graduates and two post-graduates. Today, there are 15 post-graduates, including four women, in Mustafaganj.Initially, Kumar had a tough time convincing farmers to follow his example. With time, he was able to persuade them that organic farming and production of vermi-compost involved no extra expenditure. They started taking interest because the banks and agricultural scientists backed us, he said.His persistence paid off. Nearly 350 farmers are at present organised into a green brigade under the aegis of the Kisan Club that has branches in 10 neighbouring villages. But Kumar hasnt hung up his boots. He continues to move around educating farmers about the latest agricultural techniques and encouraging women to cultivate and become self-reliant. The Club has been registered with NABARD that provides financial help to farmers under its agri-development schemes. More than 150 members now have Kisan Credit Cards; banks are more ready to advance them loans. Under the National Horticulture Mission, the state government has also started providing farmers high-quality seeds and subsidies worth Rs 5,000 each for setting up vermi-compost units.The Club has more than 100 trained farmers, who interact and inform other farmers in several neighbouring villages. It has helped people set up vermi-compost units in Mustafaganj and the surrounding villages. The yield of wheat has, over the past four years, gone up from 60 kg to 100 kg per katha. Maize, wheat, potato and guava yields have also doubled, said Mahesh Kumar, a trainer, who motivates farmers through his songs during the Kisan Club meetings.The Club has also turned womens interest towards organic farming. They have successfully planted mango, lemon and guava using the grafting method. Sushila Devi, a mother of four, is thrilled with the new learning. Do you know there are more than 40 varieties of guava and about a dozen varieties of lemon? We have become experts not only in organic compost but also in grafting method for mango and guava, she said.Villagers of Kumars village, however, rue the absence of a market to sell their produce for a good price. Rajdeo Prasad, a villager, said: We sell high-quality guava for Rs 10-16 per kg here. It sells at double that price in Patna.Despite these concerns, Mustafaganj, other villagers say, has shown the way. It has also checked the migration of villagers to other states. And all because of one man. Manoj Kumar  a farmers son who decided to think of a community and not his own little green field.The Changemaker you KnowIf you know an ordinary person / community initiative with extraordinary achievements, innovative entrepreneurs who have made a difference to their local economies, people whose stories will inspire others to work for change, write to us. We will feature such people and/or communities who have spearheaded change. Send your nominations to: research@hindustantimes.com"
63,Jan inflation at 2-year low of 6.55 per cent,http://www.deccanherald.com/content/227071/jan-inflation-2-year-low.html,2012-02-14,Deccan Herald,"New Delhi, Feb 14,2012,DHNS : 21:55 ISTFM sees situation to ease by March-endInflation, as measured by the Wholesale Price Index (WPI), stood at 7.47 per cent in December 2011. It was 9.47 per cent in January last year.The latest numbers are the lowest since November, 2009 when the inflation was 4.73 per cent.As per the data, food inflation was (-) 0.52 per cent in January against 0.74 per cent in December. Food inflation fell into the negative zone on account of cheaper vegetables, like potato and onion whose prices fell by 23.15 per cent and 75.57 per cent, respectively, on annual basis.The fall in inflation to a two-year low also raised Finance Minister Pranab Mukherjees hope it would stabilise around 6 per cent by March end. He, however, said that inflation at the current level was not acceptable. I now expect that the March-end 2012 inflation will be closer to 6 per cent, Mukherjee told reporters here.Analysts said the fall in inflation raises hope of a decent economic growth and ease in price pressure on common man in coming times.The annual inflation fell on the back of cooling food inflation which moved to -0.52 per cent from 0.74 per cent in December.However, prices of protein-rich food items such as eggs, fish and meat, milk and pulses remained high, suggesting that food inflation remained a potential pressure point.However, prices of manufactured items, which have a weight of around 65 per cent in the WPI basket, continued to be a cause for concern. Manufactured inflation stood at 6.49 per cent year-on-year in January, as against 7.41 per cent in the previous month.Fuel prices rose 14.21 per cent from a year earlier, compared with an annual rise of 14.91 per cent in December.The steady fuel inflation pointed towards political considerations that have forced the government to delay an adjustment in petroleum and coal prices. Policymakers said lowering of inflation also made a case forthe Reserve Bank of India to cut rates.Last month, the RBI signaled readiness to lowering rates if inflation eased further. It has, however, cited risks to inflation from global crude oil prices and the weak rupee, as well as India's growing fiscal deficit. The impact of Europes debt crisis has also added to risks, with a trade deficit expected to rise to $160 billion in 2011-12, threatening renewed pressure on rupee.Planning Commission Deputy Chairman Montek Singh Ahluwalia said: I hope that we will be able to keep inflation under control in coming months. Inflation for November 2011 has been revised upwards to 9.46 per cent from provisional estimate of 9.11 per cent."
