,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
61,61,Food inflation drops  to 13% ,https://www.telegraphindia.com/1110211/jsp/business/story_13566991.jsp,2011-02-11,Telegraph,"New Delhi, Feb. 10: Food inflation fell to a seven-week low of 13.07 per cent at the end of January, helped by the availability of more vegetables after the winter harvest and onion imports.Inflation of food items stood at 17.05 per cent in the week ended January 22 and 15.57 per cent during the previous week. On an annual basis, pulses became cheaper by 8.63 percent, while potato prices declined 8.87 per cent. Onion prices, which more than doubled in the previous week, have eased subsequently. However, they still remained dearer by 79 per cent.Finance minister Pranab Mukherjee, however, said the government needed to remain vigilant. Decline in WPI inflation for food and primary articles for the week ended January 29 is welcome but we need to remain vigilant.According to D.K. Joshi, chief economist of rating agency Crisil, In the coming weeks, we can expect further moderation in food prices, especially foodgrains. The expected record production of wheat and pulses will help to ease the prices of food.Analysts said inflation would come down further on the back of a bumper production of wheat and pulses.However, the decline in food inflation is unlikely to have much of an impact on overall inflation figures for January, which are expected to be released on Monday."
62,62,Food inflation declines sharply,http://www.thehindu.com/todays-paper/tp-business/Food-inflation-declines-sharply/article15294299.ece,2011-02-11,The Hindu,"In one of the sharpest declines in the recent weeks, food inflation declined to a seven-week low of 13.07 per cent in end-January, as prices of potatoes and pulses eased, even as consumers continued to feel the pinch of high rates of vegetables.Food inflation, which ended the three-week rising trend, fell by nearly four percentage points from 17.05 per cent in the week ended January 22. It was 22.08 per cent a year-ago.The inflation is likely to maintain the declining trend in the next few weeks in view of reports of bumper crop."
64,64,"Inflation down to 8.23% in Jan as prices of sugar, wheat ease",http://www.deccanherald.com/content/137568/inflation-down-823-jan-prices.html,2011-02-14,Deccan Herald,"Last updated: 14 February, 2011New Delhi, Feb 14 (PTI) 11:56 ISTInflation declined marginally to 8.23 per cent in January from 8.43 per cent in the previous month, as prices of certain commodities like wheat, pulses and sugar eased, although essential items like onion and other vegetables continue to remain dearer. The headline inflation, based on wholesale prices, has remained above 8 per cent-mark since January 2010.The fall in inflation has been mainly on account of declining prices of sugar (down 14.99 per cent), pulses (12.78 per cent), wheat (4.94 per cent) and potato (1.21 per cent). However, vegetable and fruits continued to remain expensive. On an annual basis, vegetable prices rose by 65 per cent, and onion prices nearly doubled. Also, fruits became costly by 15.01 per cent and egg, meat and fish by 15.09 per cent.Overall, primary articles became costly by 17.28 per cent with food articles rising 15.65 per cent. In the non-food articles category, fibre prices rose by 48 per cent on an annual basis.Prices of fuel and power shot up by 11.41 per cent, with petrol rising 27.37 per cent on an year-on-year basis. However, among manufactured items, sugar prices fell by 15 per cent, while edible oils turned costlier by 7.16 per cent. The inflation number for November has also been revised upwards to 8.08 per cent from 7.48 per cent, according to government data released today.The easing of inflation is expected to come as a morale booster for the government which have been under pressure due to high prices of food items in recent months. It also shows that Reserve Bank of India's action of raising rates seven times since March 2010 has started showing some result. It may be recalled, the food inflation, which accounts for over 14 per cent in the overall Wholesale Price Index (WPI) inflation, has remained high since December scaling up to 18.32 per cent. At its third quarterly review last month, the RBI revised its inflation estimate to 7 per cent by March-end, from the earlier 5.5 per cent."
66,66,"Inflation falls to 8.23% in Jan as prices of sugar, wheat ease",http://timesofindia.indiatimes.com//business/india-business/Inflation-falls-to-823-in-Jan-as-prices-of-sugar-wheat-ease/articleshow/7493802.cms,2011-02-14,The Times Of India,"NEW DELHI: Inflation declined marginally to 8.23% in January from 8.43% in the previous month, as prices of certain commodities like wheat, pulses and sugar eased, although essential items like onion and other vegetables continue to remain dearer.The headline inflation, based on wholesale prices, has remained above 8% mark since January 2010.The fall in inflation has been mainly on account of declining prices of sugar (down 14.99%), pulses (12.78%), wheat (4.94%) and potato (1.21%).However, vegetable and fruits continued to remain expensive. On an annual basis, vegetable prices rose by 65%, and onion prices nearly doubled. Also, fruits became costly by 15.01% and egg, meat and fish by 15.09%.Overall, primary articles became costly by 17.28% with food articles rising 15.65%.In the non-food articles category, fibre prices rose by 48% on an annual basis.Prices of fuel and power shot up by 11.41%, with petrol rising 27.37% on an year-on-year basis.However, among manufactured items, sugar prices fell by 15%, while edible oils turned costlier by 7.16%.The inflation number for November has also been revised upwards to 8.08% from 7.48%, according to government data released today.The easing of inflation is expected to come as a morale booster for the government which have been under pressure due to high prices of food items in recent months.It also shows that Reserve Bank of India's action of raising rates seven times since March 2010 has started showing some result.It may be recalled, the food inflation, which accounts for over 14% in the overall Wholesale Price Index (WPI) inflation, has remained high since December scaling up to 18.32%.At its third quarterly review last month, the RBI revised its inflation estimate to 7% by March-end, from the earlier 5.5%."
67,67,Overall inflation eases marginally,http://www.thehindu.com/todays-paper/tp-business/Overall-inflation-eases-marginally/article15445008.ece,2011-02-15,The Hindu,"Overall inflation based on the wholesale price index (WPI) eased a tad to 8.23 per cent in January from 8.43 per cent in December 2010 owing to a marginal fall in the prices of sugar and wheat although fruit and vegetable prices continued to rule firm.With the marginal fall in WPI numbers affording hardly any respite to the common man, Finance Minister Pranab Mukherjee described the decrease as too little for him to be comfortable even as he hoped that overall inflation would decline to 7 per cent by the end of the current fiscal.I am hoping that it [overall inflation] will be roughly around 7 per cent [by March-end], Mr. Mukherjee said while noting that much, however, would depend on global developments and the way commodity prices, including crude oil, move in the international markets in the coming months.The problem of high inflation, Mr. Mukherjee said, continues to be challenging for the government and even if the target of containing overall inflation at 7 per cent was achieved, it is still not good enough and the fight against rising prices would continue. Considering that the Reserve Bank of India (RBI) had no option but to up its comfort zone for inflation to 7 per cent for 2010-11 from 5-6 per cent projected earlier, analysts feel that the apex bank is unlikely to ease its hawkish stance on key policy rates during the mid-quarterly monetary review on March 17.Prime Minister's Economic Advisory Council (PMEAC) Chairman C. Rangarajan is of the view that further monetary tightening may be necessary to contain the inflationary pressures. [The] RBI will have to take a view looking at level of inflation. It is still at an uncomfortably high level. Some action, continued action, by the RBI [to tighten monetary policy] may be required, he said. The WPI headline inflation data for January has revealed that while sugar turned cheaper by 14.99 per cent, pulses by 12.78 per cent, wheat by 4.94 per cent and potatoes by 1.21 per cent on a year-on-year basis, vegetable prices remained higher by 65 per cent and onion prices were almost double. Alongside, fruits were dearer by 15.01 per cent, as were protein-based items such as eggs, meat and fish by 15.09 per cent. In a cautiously optimistic note, Mr. Mukherjee said: Even though overall food inflation is a matter of concern, we must remember that we have come a long way from the peak...we still have some distance to go in controlling inflation.As for the fuel and power' category, the index surged by 11.41 per cent mainly owing to the prices of petrol soaring by 27.37 per cent on an annual basis. Overall, primary articles group became costly by 17.28 per cent, with food articles rising 15.65 per cent.Meanwhile, the inflation number for November 2010 stands revised upwards at 8.08 per cent from its provisional estimate of 7.48 per cent.It is too little to be comfortable, says Pranab Mukherjee"
69,69,Food inflation at 9-week low of 11.05%,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-at-9-week-low-of-1105/articleshow/7513905.cms,2011-02-17,The Times Of India,"NEW DELHI: Food inflation fell for the second straight week to a nine-week low of 11.05 per cent for the week ended February 5 as pulses, wheat and potato prices declined.Food inflation fell by 2.02 percentage points during the week ended February 5 from 13.07 per cent in the week ended January 29.On an annual basis, prices of potatoes declined by 13.63 per cent, while pulses became 5.88 per cent cheaper and wheat 2.54 per cent less expensive, data released by the government showed.However, on the whole, vegetables became nearly 24 per cent costlier during the week ended February 5, pushed up mainly by a 31.33 per cent increase in onion prices.Furthermore, fruit and milk prices rose by 12.21 per cent and 11.66 per cent, respectively, while egg, meat and fish became 15.14 per cent dearer on an annual basis.At 11.05 per cent during the week ended February 5, food inflation was at its lowest level since December 4, 2010, when it stood at 9.46 per cent."
70,70,Food inflation dips to 11.05%,http://www.deccanherald.com/content/138477/food-inflation-dips-1105.html,2011-02-17,Deccan Herald,"Food inflation dips to 11.05%Last updated: 17 February, 2011New Delhi, Feb 17, DH News Service: 20:39 ISTFM hopeful it will be single digit soonFood inflation fell to a two- month low of 11.05 per cent for week ended February 5 as onions prices moderated and pulses became cheaper, prompting Finance Minister Pranab Mukherjee to assert that the rate of price rise will fall to a single digit in some time.Food inflation fell by 2.02 percentage points for week ended February 5 from 13.07 per cent in the previous week. ... In quite some time, food inflation will also be under single digit, Mukherjee said, adding that headline inflation will moderate to 7 per cent by March-end from 8.23 per cent in January.Driven by high vegetable prices, food inflation has been in double digits for the past two months and had even crossed 18 per cent in the last week of December.On an annual basis, prices of potatoes declined by 13.63 per cent, pulses by 5.88 per cent and wheat by 2.54 per cent in the week ended February 5.However, on the whole, vegetables became nearly 24 per cent costlier during the week ended February 5. This was primarily on account of onions, which were 31.33 per cent higher during the week on an annual basis. Meanwhile, decline in food inflation for past two weeks prompted Planning Commission Deputy Chairman Montek Singh Ahluwalia to say the trend would continue.Other economists, however, said while there would be further moderation in vegetable prices, overall food inflation will remain in double digits in this month.Even though prices have come down over the previous week, the average rate of food inflation on a yearly basis, at 17 per cent, is still high. The finance minister also sounded caution that weekly decline in food inflation could be deceptive. He, however, expects wholesale price index (WPI)-based inflation to come down to 7 per cent by March-end.I hope, as I mentioned earlier, by March we able to reach overall inflation of 7 per cent, Mukherjee added. Headline inflation, as measured on the basis of WPI, moderated to 8.23 per cent in January from 8.43 per cent in the previous month. During the first week of February, the fuel price index was up 11.92 per cent for the week."
72,72,Sharp decline in food inflation,http://www.thehindu.com/todays-paper/tp-business/Sharp-decline-in-food-inflation/article15449357.ece,2011-02-18,The Hindu,"Food inflation declined sharply to 11.05 per cent for the week ended February 5 from 13.07 per cent in the previous week, mainly owing to cheaper pulses and a moderation in onion prices even as the kitchen staple remained over 31 per cent dearer on a yearly basis.Commenting on the marked fall by 2.02 percentage points in inflation numbers as per the Wholesale Price Index (WPI) data, a delighted Finance Minister Pranab Mukherjee asserted that the rate of rise in food prices would come down to single digit.Mr. Mukherjee pointed out that even more importantly, not only had food article inflation fallen, but actual food prices had fallen substantially with the index going down to 182.9 from 186.9 in the previous week. ... in quite some time, food inflation will also be under single digit, he said while noting that this should result in overall inflation figures going down, even if not over the next two to three weeks, but over the next one or two months.At a time when vegetables should have been cheaper, food inflation not only ruled firm in double digits during the last two months but also crossed 18 per cent in the last week of 2010 owing to high prices of greens. On an annual basis, overall vegetables remained about 24 per cent dearer during the week mainly owing to higher prices of onions as compared to the previous year. However, potatoes turned cheaper by 13.63 per cent.Even as Planning Commission Deputy Chairman Montek Singh Ahluwalia expects the declining trend in food inflation to continue, other analysts are of the view that the WPI numbers would remain in double digits during the whole of February despite a further fall in vegetable prices. The basis for this apprehension is that even though prices have come down as compared to the previous week, the average rate of food inflation is still high at 17 per cent on a yearly basis."
73,73, Onion export ban off ,https://www.telegraphindia.com/1110218/jsp/business/story_13599683.jsp,2011-02-18,Telegraph,"Curbs withdrawnNew Delhi, Feb. 17: The government today decided to allow the conditional export of onions, following farmer protests. The price of the bulb crop has recently crashed in the domestic markets.A group of ministers, headed by finance minister Pranab Mukherjee, decided to allow shipments of onions at a minimum export price (MEP) of $600 (about Rs 28,000) per tonne, a senior government official said. The panel has put in MEP as a precautionary measure against a possible flare-up in prices.Onion prices have crashed to Rs 4-12 per kg in the wholesale markets of Nashik, the main growing area, which led to agitation by farmers.Food inflation fallsFood inflation fell to a two-month low of 11.05 per cent for the week ended February 5, prompting the government to express optimism that it could ease to a single digit.The increased arrival of crops after the winter harvest led to a decline in onion, potato and other vegetable prices.The government is expected to announce various measures to boost farm productivity and dairy production, while keeping a pending reform to deregulate diesel prices on hold.Meanwhile, the spurt in global food prices to dangerous levels and fragile economic recovery will figure prominently during the meeting of the G20 finance ministers beginning tomorrow."
79,79,Food inflation up marginally to 11.49% for week ended Feb 12,http://timesofindia.indiatimes.com//business/india-business/Food-inflation-up-marginally-to-1149-for-week-ended-Feb-12/articleshow/7561620.cms,2011-02-24,The Times Of India,"NEW DELHI: Food inflation rose marginally to 11.49 per cent for the week ended February 12 from 11.05 per cent in the previous week, driven by rising prices of milk, egg, meat and vegetables.The marginal rise in food inflation for the seven-day period ended February 12 snaps a fortnight of consecutive decline during the weeks ended January 29 and February 5.Food inflation stood at 21.82 per cent in the corresponding year-ago period.As per wholesale price index (WPI) data released today, prices of eggs, meat and fish rose by 14.79 per cent in the week ended February 12.Similarly, milk prices rose by about 17 per cent. Vegetable prices rose by 15.89 per cent in the week under review, despite a 9.72 per cent decline in potato prices.Wheat and pulses prices also dipped by 1.01 per cent and 5.62 per cent, respectively, during the week under review.Cereal and rice prices rose by 2.07 per cent and 1.65 per cent, respectively, during the week ended February 12.As per the WPI data, inflation in primary articles was 15.77 per cent for the week ended February 12, down from 21.82 per cent in the year-ago period.Inflation in the non-food articles segment stood at 31.58 per cent in the week ended February 12, as against 13.94 per cent in the same period last year."
